run_id,assay,well,sample,sample_type,sample_key,run_date,source_peak_data_json,source_peak_metadata_json,method_id,method_variant,n_total_droplets,n_accepted_droplets,n_nn,n_wt_only,n_mut_only,n_double_positive,n_rain,n_unclassified,n_mut_expected,n_wt_expected,classification_status,classification_message,method_parameters_json
2021-03-29_SNV_D178N,D178N,F04,17-5-hc,biological_sample,17_5_hc,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/F04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/F04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17022,17019,198,16804,0,17,3,0,17,16821,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,F07,14-2-bg,biological_sample,14_2_bg,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/F07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/F07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15870,15865,306,15540,0,19,5,0,19,15559,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,G01,17-13-fr,biological_sample,17_13_fr,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/G01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/G01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14891,14837,322,14503,0,12,54,0,12,14515,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,G04,17-5-sn,biological_sample,17_5_sn,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/G04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/G04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16772,16754,675,16062,0,17,18,0,17,16079,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,G07,14-2-cb,biological_sample,14_2_cb,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/G07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/G07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14291,14284,748,13525,0,11,7,0,11,13536,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,H01,17-13-th,biological_sample,17_13_th,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/H01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/H01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15941,15923,498,15407,0,18,18,0,18,15425,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,H04,17-8-hc,biological_sample,17_8_hc,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/H04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/H04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16456,16449,57,16376,0,16,7,0,16,16392,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-03-29_SNV_D178N,D178N,H07,14-2-fr,biological_sample,14_2_fr,2021-03-29,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakData/H07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-03-29/SNV_D178N/PeakMetaData/H07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17779,17761,462,17280,1,18,18,0,19,17298,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,A01,NTC,NTC,ntc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/A01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/A01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16349,16348,14356,1984,3,5,1,0,8,1989,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,A04,20-08-hc,biological_sample,20_08_hc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/A04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/A04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12446,12443,16,12404,0,23,3,0,23,12427,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,A07,14-2-hc,biological_sample,14_2_hc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/A07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/A07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14630,14624,88,14523,0,13,6,0,13,14536,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,B01,WT,WT_control,wt,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/B01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/B01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16299,16290,4081,12198,0,11,9,0,11,12209,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,B04,20-08-th,biological_sample,20_08_th,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/B04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/B04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,11635,11633,80,11538,0,15,2,0,15,11553,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,B07,14-2-sn,biological_sample,14_2_sn,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/B07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/B07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13770,13770,365,13393,0,12,0,0,12,13405,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,C01,D178N,positive_control,d178n,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/C01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/C01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17175,17172,5525,4805,4069,2773,3,0,6842,7578,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,C04,15-27-bg,biological_sample,15_27_bg,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/C04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/C04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,10788,10787,284,10494,0,9,1,0,9,10503,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,C07,14-2-th,biological_sample,14_2_th,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/C07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/C07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15964,15962,191,15753,0,18,2,0,18,15771,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,D01,17-20-hc,biological_sample,17_20_hc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/D01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/D01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15420,15414,15,15379,0,20,6,0,20,15399,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,D04,15-27-cb,biological_sample,15_27_cb,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/D04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/D04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12890,12889,512,12364,1,12,1,0,13,12376,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,D07,15-6-bg,biological_sample,15_6_bg,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/D07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/D07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14604,14599,147,14442,0,10,5,0,10,14452,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,E01,15-6-th,biological_sample,15_6_th,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/E01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/E01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14025,14023,38,13966,0,19,2,0,19,13985,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,E04,15-27-pons,biological_sample,15_27_ps,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/E04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/E04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,11831,11748,99,11629,1,19,83,0,20,11648,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,E07,15-6-cb,biological_sample,15_6_cb,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/E07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/E07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13655,13651,90,13551,0,10,4,0,10,13561,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,F01,17-8-th,biological_sample,17_8_th,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/F01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/F01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15803,15803,166,15610,0,27,0,0,27,15637,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,F04,15-27-th,biological_sample,15_27_th,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/F04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/F04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,13359,13352,181,13150,0,21,7,0,21,13171,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,F07,15-6-fr,biological_sample,15_6_fr,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/F07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/F07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14767,14763,506,14246,0,11,4,0,11,14257,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,G04,15-1-hc,biological_sample,15_1_hc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/G04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/G04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12168,12162,103,12044,0,15,6,0,15,12059,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,G07,15-6-hc,biological_sample,15_6_hc,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/G07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/G07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12966,12963,29,12914,0,20,3,0,20,12934,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,H01,933892-bg,biological_sample,933892_bg,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/H01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/H01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15728,15709,148,15541,0,20,19,0,20,15561,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,H04,15-1-sn,biological_sample,15_1_sn,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/H04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/H04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12390,12386,88,12279,1,18,4,0,19,12297,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-04-06_SNV_D178N,D178N,H07,15-6-sn,biological_sample,15_6_sn,2021-04-06,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakData/H07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-04-06/SNV_D178N/PeakMetaData/H07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14556,14536,21,14491,0,24,20,0,24,14515,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,A01,NTC,NTC,ntc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/A01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/A01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14408,14408,13405,999,4,0,0,0,4,999,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,A04,09-100-th,biological_sample,09_100_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/A04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/A04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15555,15552,269,15249,1,33,3,0,34,15282,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,A07,03-132-ce,biological_sample,03_132_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/A07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/A07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15413,15409,386,14997,0,26,4,0,26,15023,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,B01,WT,WT_control,wt,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/B01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/B01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14960,14949,4627,10301,0,21,11,0,21,10322,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,B04,03-112-cau,biological_sample,03_112_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/B04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/B04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15378,15378,315,15034,0,29,0,0,29,15063,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,B07,03-132-fc,biological_sample,03_132_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/B07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/B07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,12864,12858,16,12815,0,27,6,0,27,12842,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,C01,D178N,positive_control,d178n,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/C01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/C01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,14154,14150,4813,3618,3279,2440,4,0,5719,6058,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,C04,03-112-ce,biological_sample,03_112_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/C04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/C04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16399,16397,223,16153,0,21,2,0,21,16174,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,C07,03-132-hip,biological_sample,03_132_hip,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/C07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/C07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15504,15503,49,15419,0,35,1,0,35,15454,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,D01,09-100-cau,biological_sample,09_100_cau,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/D01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/D01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15727,15723,661,15036,0,26,4,0,26,15062,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,D04,03-112-fc,biological_sample,03_112_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/D04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/D04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16359,16359,82,16248,0,29,0,0,29,16277,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,D07,03-132-mdb,biological_sample,03_132_mdb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/D07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/D07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15967,15965,33,15909,0,23,2,0,23,15932,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,E01,09-100-ce,biological_sample,09_100_ce,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/E01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/E01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15275,15268,1724,13527,0,17,7,0,17,13544,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,E04,03-112-hip,biological_sample,03_112_hip,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/E04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/E04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,16979,16977,254,16699,0,24,2,0,24,16723,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,E07,03-132-th,biological_sample,03_132_th,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/E07.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/E07.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15460,15456,42,15381,0,33,4,0,33,15414,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,F01,09-100-fc,biological_sample,09_100_fc,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/F01.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/F01.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,15356,15354,265,15061,1,27,2,0,28,15088,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
2021-05-10_SNV_D178N,D178N,F04,03-112-mdb,biological_sample,03_112_mdb,2021-05-10,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakData/F04.ddpeakjson,/mnt/c/Projects/prnp-somatic/raw/ddpcr/archive_contents/2021-05-10/SNV_D178N/PeakMetaData/F04.ddmetajson,polygon_control_hull_gates,control-derived convex-hull polygon gates,17503,17497,44,17419,0,34,6,0,34,17453,ok,NA,"{""gate_source"":""control_anchored_polygon"",""min_hull_points"":30,""polygon_expansion"":1.03}"
